Index,Total Household Income
16431,247248.18008123967
14888,247248.18008123967
12207,247248.18008123967
40409,247248.18008123967
31685,247248.18008123967
5209,247248.18008123967
22433,247248.18008123967
2106,247248.18008123967
19975,247248.18008123967
1028,247248.18008123967
25779,247248.18008123967
24652,247248.18008123967
41014,247248.18008123967
5423,247248.18008123967
39905,247248.18008123967
38874,247248.18008123967
2635,247248.18008123967
15566,247248.18008123967
30717,247248.18008123967
23561,247248.18008123967
38022,247248.18008123967
18720,247248.18008123967
13690,247248.18008123967
19422,247248.18008123967
33203,247248.18008123967
12312,247248.18008123967
26958,247248.18008123967
30524,247248.18008123967
24070,247248.18008123967
39748,247248.18008123967
35942,247248.18008123967
30277,247248.18008123967
21089,247248.18008123967
1661,247248.18008123967
22054,247248.18008123967
25303,247248.18008123967
38476,247248.18008123967
3520,247248.18008123967
33779,247248.18008123967
15374,247248.18008123967
25498,247248.18008123967
1574,247248.18008123967
3359,247248.18008123967
678,247248.18008123967
22632,247248.18008123967
15383,247248.18008123967
25636,247248.18008123967
21289,247248.18008123967
13239,247248.18008123967
36191,247248.18008123967
19362,247248.18008123967
6356,247248.18008123967
8439,247248.18008123967
33104,247248.18008123967
12855,247248.18008123967
3765,247248.18008123967
40694,247248.18008123967
14829,247248.18008123967
31691,247248.18008123967
14589,247248.18008123967
2031,247248.18008123967
36304,247248.18008123967
2880,247248.18008123967
14337,247248.18008123967
3603,247248.18008123967
9992,247248.18008123967
24716,247248.18008123967
33305,247248.18008123967
30066,247248.18008123967
35312,247248.18008123967
25707,247248.18008123967
13757,247248.18008123967
18369,247248.18008123967
6724,247248.18008123967
20483,247248.18008123967
25273,247248.18008123967
19298,247248.18008123967
1905,247248.18008123967
24246,247248.18008123967
23216,247248.18008123967
6989,247248.18008123967
20885,247248.18008123967
10950,247248.18008123967
35530,247248.18008123967
32596,247248.18008123967
40607,247248.18008123967
35251,247248.18008123967
7685,247248.18008123967
3681,247248.18008123967
16930,247248.18008123967
17239,247248.18008123967
27243,247248.18008123967
33133,247248.18008123967
32227,247248.18008123967
137,247248.18008123967
36337,247248.18008123967
29789,247248.18008123967
22584,247248.18008123967
19023,247248.18008123967
28202,247248.18008123967
7677,247248.18008123967
11817,247248.18008123967
855,247248.18008123967
31512,247248.18008123967
17223,247248.18008123967
35577,247248.18008123967
24995,247248.18008123967
17312,247248.18008123967
24963,247248.18008123967
20542,247248.18008123967
1732,247248.18008123967
22739,247248.18008123967
40217,247248.18008123967
6648,247248.18008123967
9375,247248.18008123967
39543,247248.18008123967
31410,247248.18008123967
37615,247248.18008123967
1859,247248.18008123967
3422,247248.18008123967
16838,247248.18008123967
39502,247248.18008123967
3135,247248.18008123967
36393,247248.18008123967
24981,247248.18008123967
25008,247248.18008123967
38212,247248.18008123967
18915,247248.18008123967
15701,247248.18008123967
4622,247248.18008123967
29672,247248.18008123967
15923,247248.18008123967
10251,247248.18008123967
24656,247248.18008123967
28553,247248.18008123967
16973,247248.18008123967
15331,247248.18008123967
34073,247248.18008123967
2358,247248.18008123967
495,247248.18008123967
27662,247248.18008123967
10281,247248.18008123967
27735,247248.18008123967
38518,247248.18008123967
9141,247248.18008123967
3269,247248.18008123967
5783,247248.18008123967
6226,247248.18008123967
7880,247248.18008123967
12548,247248.18008123967
27163,247248.18008123967
24825,247248.18008123967
13931,247248.18008123967
26909,247248.18008123967
4287,247248.18008123967
33766,247248.18008123967
23691,247248.18008123967
6962,247248.18008123967
19253,247248.18008123967
39303,247248.18008123967
38799,247248.18008123967
3997,247248.18008123967
37658,247248.18008123967
10100,247248.18008123967
40395,247248.18008123967
20597,247248.18008123967
28692,247248.18008123967
10736,247248.18008123967
196,247248.18008123967
28970,247248.18008123967
20168,247248.18008123967
36055,247248.18008123967
31949,247248.18008123967
34262,247248.18008123967
8209,247248.18008123967
21857,247248.18008123967
32783,247248.18008123967
9376,247248.18008123967
11212,247248.18008123967
7903,247248.18008123967
14168,247248.18008123967
15400,247248.18008123967
35141,247248.18008123967
3363,247248.18008123967
26270,247248.18008123967
28114,247248.18008123967
12538,247248.18008123967
28252,247248.18008123967
40342,247248.18008123967
15689,247248.18008123967
24819,247248.18008123967
18122,247248.18008123967
32695,247248.18008123967
17869,247248.18008123967
36000,247248.18008123967
7934,247248.18008123967
21279,247248.18008123967
21336,247248.18008123967
9257,247248.18008123967
32521,247248.18008123967
18196,247248.18008123967
6210,247248.18008123967
24951,247248.18008123967
17761,247248.18008123967
6433,247248.18008123967
3044,247248.18008123967
15171,247248.18008123967
24429,247248.18008123967
26706,247248.18008123967
37432,247248.18008123967
35277,247248.18008123967
4900,247248.18008123967
38659,247248.18008123967
35313,247248.18008123967
20532,247248.18008123967
29166,247248.18008123967
17622,247248.18008123967
25598,247248.18008123967
26525,247248.18008123967
26349,247248.18008123967
24562,247248.18008123967
23621,247248.18008123967
1943,247248.18008123967
19308,247248.18008123967
34606,247248.18008123967
28123,247248.18008123967
3878,247248.18008123967
31054,247248.18008123967
3397,247248.18008123967
29705,247248.18008123967
8494,247248.18008123967
11712,247248.18008123967
4198,247248.18008123967
16415,247248.18008123967
2589,247248.18008123967
22951,247248.18008123967
22353,247248.18008123967
5048,247248.18008123967
10320,247248.18008123967
32861,247248.18008123967
23285,247248.18008123967
1351,247248.18008123967
19853,247248.18008123967
38053,247248.18008123967
8488,247248.18008123967
19701,247248.18008123967
11982,247248.18008123967
24613,247248.18008123967
9438,247248.18008123967
14058,247248.18008123967
15994,247248.18008123967
40121,247248.18008123967
25847,247248.18008123967
28800,247248.18008123967
2254,247248.18008123967
6217,247248.18008123967
4937,247248.18008123967
7510,247248.18008123967
23335,247248.18008123967
5815,247248.18008123967
30925,247248.18008123967
3987,247248.18008123967
33628,247248.18008123967
21416,247248.18008123967
25912,247248.18008123967
25329,247248.18008123967
3273,247248.18008123967
32178,247248.18008123967
39542,247248.18008123967
7011,247248.18008123967
27488,247248.18008123967
10591,247248.18008123967
16722,247248.18008123967
39666,247248.18008123967
36398,247248.18008123967
29128,247248.18008123967
33098,247248.18008123967
27252,247248.18008123967
14323,247248.18008123967
41307,247248.18008123967
40663,247248.18008123967
15819,247248.18008123967
22875,247248.18008123967
29761,247248.18008123967
23128,247248.18008123967
5486,247248.18008123967
39487,247248.18008123967
31085,247248.18008123967
4244,247248.18008123967
33476,247248.18008123967
18435,247248.18008123967
19450,247248.18008123967
4775,247248.18008123967
35112,247248.18008123967
32835,247248.18008123967
35349,247248.18008123967
28539,247248.18008123967
1270,247248.18008123967
16174,247248.18008123967
2390,247248.18008123967
24406,247248.18008123967
34980,247248.18008123967
12535,247248.18008123967
17456,247248.18008123967
21898,247248.18008123967
13132,247248.18008123967
1436,247248.18008123967
40026,247248.18008123967
2733,247248.18008123967
88,247248.18008123967
16588,247248.18008123967
23489,247248.18008123967
39348,247248.18008123967
5239,247248.18008123967
648,247248.18008123967
37622,247248.18008123967
15350,247248.18008123967
8008,247248.18008123967
23969,247248.18008123967
27959,247248.18008123967
40621,247248.18008123967
10767,247248.18008123967
16517,247248.18008123967
28981,247248.18008123967
9051,247248.18008123967
25632,247248.18008123967
30483,247248.18008123967
20343,247248.18008123967
20804,247248.18008123967
12707,247248.18008123967
41484,247248.18008123967
5665,247248.18008123967
29957,247248.18008123967
10356,247248.18008123967
31125,247248.18008123967
28498,247248.18008123967
29639,247248.18008123967
32798,247248.18008123967
6052,247248.18008123967
27151,247248.18008123967
30595,247248.18008123967
27843,247248.18008123967
11042,247248.18008123967
1996,247248.18008123967
14140,247248.18008123967
34949,247248.18008123967
37659,247248.18008123967
39493,247248.18008123967
10459,247248.18008123967
9479,247248.18008123967
28263,247248.18008123967
8975,247248.18008123967
33933,247248.18008123967
19222,247248.18008123967
18875,247248.18008123967
41128,247248.18008123967
28125,247248.18008123967
30761,247248.18008123967
18461,247248.18008123967
15340,247248.18008123967
18029,247248.18008123967
5151,247248.18008123967
39236,247248.18008123967
26851,247248.18008123967
22615,247248.18008123967
1295,247248.18008123967
27952,247248.18008123967
18648,247248.18008123967
39211,247248.18008123967
22623,247248.18008123967
4753,247248.18008123967
24707,247248.18008123967
26656,247248.18008123967
36163,247248.18008123967
17780,247248.18008123967
34698,247248.18008123967
29260,247248.18008123967
16980,247248.18008123967
336,247248.18008123967
17800,247248.18008123967
16913,247248.18008123967
34416,247248.18008123967
9765,247248.18008123967
4415,247248.18008123967
18338,247248.18008123967
22407,247248.18008123967
32048,247248.18008123967
12204,247248.18008123967
22475,247248.18008123967
28860,247248.18008123967
8857,247248.18008123967
23965,247248.18008123967
9293,247248.18008123967
19573,247248.18008123967
7032,247248.18008123967
22235,247248.18008123967
23135,247248.18008123967
34634,247248.18008123967
24076,247248.18008123967
24471,247248.18008123967
26546,247248.18008123967
31401,247248.18008123967
33283,247248.18008123967
3833,247248.18008123967
16680,247248.18008123967
16708,247248.18008123967
28285,247248.18008123967
19898,247248.18008123967
39288,247248.18008123967
16790,247248.18008123967
39339,247248.18008123967
33355,247248.18008123967
35551,247248.18008123967
13139,247248.18008123967
261,247248.18008123967
10538,247248.18008123967
29762,247248.18008123967
23775,247248.18008123967
9306,247248.18008123967
11788,247248.18008123967
20695,247248.18008123967
33057,247248.18008123967
40609,247248.18008123967
35500,247248.18008123967
35804,247248.18008123967
141,247248.18008123967
17934,247248.18008123967
16880,247248.18008123967
7279,247248.18008123967
17657,247248.18008123967
23807,247248.18008123967
21758,247248.18008123967
19888,247248.18008123967
17643,247248.18008123967
33030,247248.18008123967
37406,247248.18008123967
24521,247248.18008123967
289,247248.18008123967
12676,247248.18008123967
25719,247248.18008123967
35137,247248.18008123967
7147,247248.18008123967
18417,247248.18008123967
26095,247248.18008123967
10033,247248.18008123967
41082,247248.18008123967
3950,247248.18008123967
14828,247248.18008123967
13175,247248.18008123967
21713,247248.18008123967
9342,247248.18008123967
36672,247248.18008123967
15089,247248.18008123967
28094,247248.18008123967
20954,247248.18008123967
39094,247248.18008123967
19987,247248.18008123967
31602,247248.18008123967
26983,247248.18008123967
17279,247248.18008123967
31976,247248.18008123967
1190,247248.18008123967
39366,247248.18008123967
28141,247248.18008123967
28008,247248.18008123967
32986,247248.18008123967
1833,247248.18008123967
39718,247248.18008123967
27040,247248.18008123967
37004,247248.18008123967
30903,247248.18008123967
8974,247248.18008123967
33836,247248.18008123967
26889,247248.18008123967
4120,247248.18008123967
713,247248.18008123967
20463,247248.18008123967
34342,247248.18008123967
29004,247248.18008123967
34892,247248.18008123967
2190,247248.18008123967
9463,247248.18008123967
28761,247248.18008123967
37395,247248.18008123967
28397,247248.18008123967
18917,247248.18008123967
4009,247248.18008123967
28908,247248.18008123967
14025,247248.18008123967
31152,247248.18008123967
35938,247248.18008123967
34332,247248.18008123967
15722,247248.18008123967
19271,247248.18008123967
33446,247248.18008123967
33091,247248.18008123967
25675,247248.18008123967
35736,247248.18008123967
21377,247248.18008123967
14767,247248.18008123967
30669,247248.18008123967
271,247248.18008123967
35144,247248.18008123967
2525,247248.18008123967
16765,247248.18008123967
11311,247248.18008123967
4059,247248.18008123967
11980,247248.18008123967
19893,247248.18008123967
34050,247248.18008123967
36286,247248.18008123967
16252,247248.18008123967
18381,247248.18008123967
36756,247248.18008123967
26068,247248.18008123967
32667,247248.18008123967
1410,247248.18008123967
23602,247248.18008123967
20113,247248.18008123967
12746,247248.18008123967
6032,247248.18008123967
9334,247248.18008123967
19965,247248.18008123967
28477,247248.18008123967
9865,247248.18008123967
2732,247248.18008123967
8477,247248.18008123967
27406,247248.18008123967
8375,247248.18008123967
4421,247248.18008123967
13051,247248.18008123967
32363,247248.18008123967
26950,247248.18008123967
28958,247248.18008123967
19827,247248.18008123967
30990,247248.18008123967
32170,247248.18008123967
20431,247248.18008123967
41207,247248.18008123967
16657,247248.18008123967
38232,247248.18008123967
6228,247248.18008123967
7075,247248.18008123967
31845,247248.18008123967
26422,247248.18008123967
17158,247248.18008123967
9858,247248.18008123967
38365,247248.18008123967
9943,247248.18008123967
40515,247248.18008123967
21534,247248.18008123967
18467,247248.18008123967
24861,247248.18008123967
3567,247248.18008123967
2838,247248.18008123967
4972,247248.18008123967
7503,247248.18008123967
12299,247248.18008123967
21008,247248.18008123967
31008,247248.18008123967
29958,247248.18008123967
17924,247248.18008123967
23052,247248.18008123967
476,247248.18008123967
35761,247248.18008123967
6757,247248.18008123967
30186,247248.18008123967
26787,247248.18008123967
29292,247248.18008123967
36425,247248.18008123967
37852,247248.18008123967
32760,247248.18008123967
11313,247248.18008123967
23544,247248.18008123967
37052,247248.18008123967
14944,247248.18008123967
1454,247248.18008123967
21229,247248.18008123967
30349,247248.18008123967
24665,247248.18008123967
29629,247248.18008123967
37610,247248.18008123967
34051,247248.18008123967
25634,247248.18008123967
18569,247248.18008123967
21829,247248.18008123967
37462,247248.18008123967
24249,247248.18008123967
34077,247248.18008123967
21374,247248.18008123967
2384,247248.18008123967
34292,247248.18008123967
35898,247248.18008123967
24177,247248.18008123967
31067,247248.18008123967
13894,247248.18008123967
41144,247248.18008123967
13576,247248.18008123967
384,247248.18008123967
11345,247248.18008123967
13279,247248.18008123967
35269,247248.18008123967
11692,247248.18008123967
6851,247248.18008123967
13317,247248.18008123967
38115,247248.18008123967
9729,247248.18008123967
5341,247248.18008123967
26145,247248.18008123967
30446,247248.18008123967
4004,247248.18008123967
10809,247248.18008123967
22533,247248.18008123967
35925,247248.18008123967
7299,247248.18008123967
9037,247248.18008123967
34660,247248.18008123967
11253,247248.18008123967
38671,247248.18008123967
17756,247248.18008123967
38642,247248.18008123967
24630,247248.18008123967
38391,247248.18008123967
18669,247248.18008123967
12691,247248.18008123967
29586,247248.18008123967
22020,247248.18008123967
25337,247248.18008123967
5362,247248.18008123967
41394,247248.18008123967
7381,247248.18008123967
3725,247248.18008123967
24230,247248.18008123967
14123,247248.18008123967
173,247248.18008123967
836,247248.18008123967
14192,247248.18008123967
40677,247248.18008123967
34301,247248.18008123967
24386,247248.18008123967
10141,247248.18008123967
37726,247248.18008123967
34565,247248.18008123967
25148,247248.18008123967
490,247248.18008123967
28751,247248.18008123967
20208,247248.18008123967
32932,247248.18008123967
35682,247248.18008123967
21417,247248.18008123967
27427,247248.18008123967
12528,247248.18008123967
20274,247248.18008123967
7097,247248.18008123967
16088,247248.18008123967
14938,247248.18008123967
10805,247248.18008123967
15669,247248.18008123967
33194,247248.18008123967
32735,247248.18008123967
34493,247248.18008123967
16685,247248.18008123967
195,247248.18008123967
32511,247248.18008123967
24498,247248.18008123967
18842,247248.18008123967
26255,247248.18008123967
39527,247248.18008123967
30720,247248.18008123967
24780,247248.18008123967
485,247248.18008123967
11827,247248.18008123967
15502,247248.18008123967
1430,247248.18008123967
40111,247248.18008123967
21889,247248.18008123967
9999,247248.18008123967
21345,247248.18008123967
18634,247248.18008123967
16232,247248.18008123967
20271,247248.18008123967
10696,247248.18008123967
22246,247248.18008123967
4328,247248.18008123967
3371,247248.18008123967
36585,247248.18008123967
40396,247248.18008123967
7512,247248.18008123967
15824,247248.18008123967
8897,247248.18008123967
23053,247248.18008123967
31237,247248.18008123967
13831,247248.18008123967
21399,247248.18008123967
27124,247248.18008123967
24640,247248.18008123967
35369,247248.18008123967
17020,247248.18008123967
29972,247248.18008123967
28584,247248.18008123967
36167,247248.18008123967
34962,247248.18008123967
2642,247248.18008123967
21341,247248.18008123967
6220,247248.18008123967
31315,247248.18008123967
2985,247248.18008123967
40755,247248.18008123967
26244,247248.18008123967
26988,247248.18008123967
16721,247248.18008123967
8387,247248.18008123967
19838,247248.18008123967
35751,247248.18008123967
17969,247248.18008123967
11703,247248.18008123967
2652,247248.18008123967
12199,247248.18008123967
1818,247248.18008123967
3236,247248.18008123967
16580,247248.18008123967
26857,247248.18008123967
36450,247248.18008123967
15733,247248.18008123967
1838,247248.18008123967
26049,247248.18008123967
33808,247248.18008123967
11174,247248.18008123967
37542,247248.18008123967
6574,247248.18008123967
18362,247248.18008123967
16096,247248.18008123967
2555,247248.18008123967
8190,247248.18008123967
38636,247248.18008123967
24845,247248.18008123967
16465,247248.18008123967
6844,247248.18008123967
28393,247248.18008123967
38810,247248.18008123967
20933,247248.18008123967
30026,247248.18008123967
8064,247248.18008123967
12918,247248.18008123967
2717,247248.18008123967
34361,247248.18008123967
415,247248.18008123967
3268,247248.18008123967
11544,247248.18008123967
4021,247248.18008123967
26435,247248.18008123967
30970,247248.18008123967
17990,247248.18008123967
13171,247248.18008123967
12712,247248.18008123967
27917,247248.18008123967
25022,247248.18008123967
8453,247248.18008123967
10257,247248.18008123967
39061,247248.18008123967
20858,247248.18008123967
7351,247248.18008123967
15573,247248.18008123967
8589,247248.18008123967
33115,247248.18008123967
23701,247248.18008123967
15172,247248.18008123967
3804,247248.18008123967
41431,247248.18008123967
22344,247248.18008123967
35264,247248.18008123967
17173,247248.18008123967
22944,247248.18008123967
23972,247248.18008123967
34684,247248.18008123967
8112,247248.18008123967
12206,247248.18008123967
17870,247248.18008123967
791,247248.18008123967
24962,247248.18008123967
39271,247248.18008123967
26906,247248.18008123967
21869,247248.18008123967
35228,247248.18008123967
14641,247248.18008123967
2465,247248.18008123967
6878,247248.18008123967
2727,247248.18008123967
14958,247248.18008123967
5651,247248.18008123967
35302,247248.18008123967
15867,247248.18008123967
10702,247248.18008123967
33490,247248.18008123967
179,247248.18008123967
28454,247248.18008123967
27533,247248.18008123967
36541,247248.18008123967
32937,247248.18008123967
17249,247248.18008123967
3629,247248.18008123967
10110,247248.18008123967
30100,247248.18008123967
33377,247248.18008123967
21647,247248.18008123967
20725,247248.18008123967
19071,247248.18008123967
28519,247248.18008123967
21037,247248.18008123967
18496,247248.18008123967
34186,247248.18008123967
30739,247248.18008123967
35593,247248.18008123967
609,247248.18008123967
37559,247248.18008123967
19963,247248.18008123967
21155,247248.18008123967
27028,247248.18008123967
18681,247248.18008123967
32933,247248.18008123967
25868,247248.18008123967
5943,247248.18008123967
11011,247248.18008123967
7153,247248.18008123967
26333,247248.18008123967
30576,247248.18008123967
28979,247248.18008123967
13327,247248.18008123967
34533,247248.18008123967
35863,247248.18008123967
26880,247248.18008123967
14720,247248.18008123967
20685,247248.18008123967
30858,247248.18008123967
17768,247248.18008123967
11269,247248.18008123967
7521,247248.18008123967
40373,247248.18008123967
40723,247248.18008123967
9841,247248.18008123967
32641,247248.18008123967
14740,247248.18008123967
31652,247248.18008123967
34934,247248.18008123967
8522,247248.18008123967
32028,247248.18008123967
30741,247248.18008123967
12186,247248.18008123967
426,247248.18008123967
18085,247248.18008123967
21321,247248.18008123967
40125,247248.18008123967
39832,247248.18008123967
8418,247248.18008123967
15580,247248.18008123967
2584,247248.18008123967
10290,247248.18008123967
6660,247248.18008123967
8805,247248.18008123967
17294,247248.18008123967
19606,247248.18008123967
36964,247248.18008123967
16901,247248.18008123967
7108,247248.18008123967
39803,247248.18008123967
24561,247248.18008123967
37699,247248.18008123967
17225,247248.18008123967
30011,247248.18008123967
11358,247248.18008123967
34688,247248.18008123967
20099,247248.18008123967
27850,247248.18008123967
25722,247248.18008123967
27983,247248.18008123967
1192,247248.18008123967
38923,247248.18008123967
36422,247248.18008123967
9518,247248.18008123967
10012,247248.18008123967
13126,247248.18008123967
8244,247248.18008123967
18165,247248.18008123967
8685,247248.18008123967
37966,247248.18008123967
27820,247248.18008123967
12169,247248.18008123967
12976,247248.18008123967
37894,247248.18008123967
6022,247248.18008123967
9044,247248.18008123967
19681,247248.18008123967
35518,247248.18008123967
661,247248.18008123967
30509,247248.18008123967
12683,247248.18008123967
41406,247248.18008123967
33663,247248.18008123967
35595,247248.18008123967
4346,247248.18008123967
33748,247248.18008123967
26695,247248.18008123967
18248,247248.18008123967
18228,247248.18008123967
25817,247248.18008123967
16494,247248.18008123967
34910,247248.18008123967
980,247248.18008123967
26573,247248.18008123967
11808,247248.18008123967
33078,247248.18008123967
32280,247248.18008123967
29519,247248.18008123967
23820,247248.18008123967
31851,247248.18008123967
16709,247248.18008123967
16489,247248.18008123967
18199,247248.18008123967
22373,247248.18008123967
10719,247248.18008123967
30861,247248.18008123967
5097,247248.18008123967
5339,247248.18008123967
20698,247248.18008123967
73,247248.18008123967
34795,247248.18008123967
32073,247248.18008123967
6446,247248.18008123967
10263,247248.18008123967
20468,247248.18008123967
17535,247248.18008123967
24468,247248.18008123967
33658,247248.18008123967
14056,247248.18008123967
13705,247248.18008123967
34128,247248.18008123967
22888,247248.18008123967
37828,247248.18008123967
39340,247248.18008123967
34720,247248.18008123967
892,247248.18008123967
7468,247248.18008123967
38097,247248.18008123967
35947,247248.18008123967
17996,247248.18008123967
5501,247248.18008123967
18698,247248.18008123967
24732,247248.18008123967
4072,247248.18008123967
33276,247248.18008123967
24939,247248.18008123967
15991,247248.18008123967
1869,247248.18008123967
33563,247248.18008123967
10004,247248.18008123967
34160,247248.18008123967
3486,247248.18008123967
2911,247248.18008123967
31171,247248.18008123967
39559,247248.18008123967
26291,247248.18008123967
1735,247248.18008123967
20747,247248.18008123967
29460,247248.18008123967
6051,247248.18008123967
35780,247248.18008123967
11901,247248.18008123967
32189,247248.18008123967
14281,247248.18008123967
26329,247248.18008123967
22018,247248.18008123967
7930,247248.18008123967
18339,247248.18008123967
8164,247248.18008123967
24432,247248.18008123967
10741,247248.18008123967
22331,247248.18008123967
36822,247248.18008123967
15361,247248.18008123967
27808,247248.18008123967
12611,247248.18008123967
5696,247248.18008123967
40779,247248.18008123967
37713,247248.18008123967
35241,247248.18008123967
1076,247248.18008123967
27982,247248.18008123967
2631,247248.18008123967
28416,247248.18008123967
4884,247248.18008123967
35138,247248.18008123967
21888,247248.18008123967
2572,247248.18008123967
37324,247248.18008123967
34810,247248.18008123967
38633,247248.18008123967
24758,247248.18008123967
28897,247248.18008123967
24008,247248.18008123967
41513,247248.18008123967
1504,247248.18008123967
20791,247248.18008123967
31003,247248.18008123967
32408,247248.18008123967
40262,247248.18008123967
8547,247248.18008123967
17581,247248.18008123967
33970,247248.18008123967
35954,247248.18008123967
1137,247248.18008123967
31489,247248.18008123967
20884,247248.18008123967
10390,247248.18008123967
2550,247248.18008123967
20842,247248.18008123967
4306,247248.18008123967
34673,247248.18008123967
30386,247248.18008123967
